genre,company,year,title,count
f4256,Mystery,Gaumont International,2000,The Crimson Rivers,366
f4257,History,,2000,Lumumba,8
f4258,Drama,Arts Council of England,2001,Pandaemonium,2
f4259,Family,Mad Chance,2001,Cats & Dogs,363
f4260,Action,Quality Growth International Ltd.,2001,Kiss of the Dragon,304
f4261,Comedy,Gold/Miller Productions,2001,Scary Movie 2,1019
f4262,Romance,Dummett Films,2001,Lost and Delirious,132
f4263,Thriller,Take One Productions,2000,Baise-moi,75
f4264,Drama,Hang Phim Truyen,2000,The Vertical Ray of the Sun,17
f4265,Romance,Orion Pictures,1990,Alice,57
f4266,Drama,,1988,Another Woman,51
f4267,Comedy,American International Pictures (AIP),1965,Beach Blanket Bingo,12
f4268,Comedy,Lux Vide,1958,Big Deal on Madonna Street,107
f4269,Comedy,Eurasia Investments,1981,The Cannonball Run,161
f4270,Comedy,Golden Harvest Company,1984,Cannonball Run II,86
f4271,Action,Entcorp Communications,1989,Speed Zone,20
f4272,Drama,Spéva Films,1964,Diary of a Chambermaid,33
f4273,Science Fiction,Dowling Productions,1953,Donovan's Brain,10
f4274,Comedy,Paramount Pictures,1963,Donovan's Reef,31
f4275,Comedy,American International Pictures (AIP),1965,Dr. Goldfoot and the Bikini Machine,20
f4276,Thriller,Alta Vista Productions,1960,House of Usher,71
f4277,Fantasy,Universum Film (UFA),1926,Faust,66
f4278,Drama,Universum Film (UFA),1924,The Last Laugh,63
f4279,Western,Paramount Pictures,1962,The Man Who Shot Liberty Valance,272
f4280,Drama,Hemdale Film,1986,Salvador,73
f4281,Drama,,1987,September,40
f4282,Comedy,Orion Pictures,1991,Shadows and Fog,80
f4283,Drama,The Criterion Collection,1986,Something Wild,68
f4284,Western,Hal Wallis Productions,1965,The Sons of Katie Elder,60
f4285,Horror,Saber Productions,1972,The Thing with Two Heads,17
f4286,Science Fiction,Joseph E. Levine Productions,1965,Village of the Giants,9
f4287,Horror,Alta Vista Productions,1963,X: The Man with the X-Ray Eyes,46
f4288,Comedy,C & C Brown Production,1981,Nice Dreams,38
f4289,Science Fiction,Pax Films,1961,The Day the Earth Caught Fire,28
f4290,Horror,,1981,The House by the Cemetery,71
f4291,Action,C & C Brown Production,1982,Things Are Tough All Over,25
f4292,Romance,Universal International Pictures (UI),1955,All That Heaven Allows,66
f4293,Romance,Figaro,1954,The Barefoot Contessa,36
f4294,Drama,Les Films Number One,1997,The Blackout,13
f4295,Drama,Svenska Filminstitutet (SFI),1972,Cries and Whispers,118
f4296,Music,Woodfall Film Productions,1960,The Entertainer,12
f4297,Drama,CCC-Filmkunst,1970,The Garden of the Finzi-Continis,32
f4298,Horror,,1987,Howling III: The Marsupials,30
f4299,Thriller,Parklane Pictures Inc.,1955,Kiss Me Deadly,81
f4300,History,AVCO Embassy Pictures,1968,The Lion in Winter,89
f4301,Romance,Seven Arts Productions,1961,The Misfits,76
f4302,Drama,Warner Bros.,1956,Moby Dick,90
f4303,Horror,Century Films,1991,Popcorn,28
f4304,Drama,London Film Productions,1936,Rembrandt,4
f4305,Drama,Hecht-Hill-Lancaster Productions,1957,Sweet Smell of Success,108
f4306,Romance,Universal International Pictures (UI),1956,Written on the Wind,42
f4307,Drama,Les Films Concordia,1965,The 10th Victim,20
f4308,History,Österreichischer Rundfunk (ORF),1985,Colonel Redl,15
f4309,Drama,Columbia Pictures Corporation,1976,Obsession,50
f4310,Horror,Seda Spettacoli,1977,Suspiria,396
f4311,Drama,Golden Harvest Company,1972,Fist of Fury,164
f4312,Drama,Popular Filmproduktion,1981,Christiane F.,268
f4313,Action,Golden Harvest Company,1971,The Big Boss,148
f4314,Action,Golden Harvest Company,1978,Game of Death,121
f4315,Action,Motown Productions,1985,The Last Dragon,71
f4316,Science Fiction,The Ladd Company,1981,Outland,153
f4317,Crime,Concord Productions Inc.,1972,The Way of the Dragon,235
f4318,Family,,1998,T-Rex: Back to the Cretaceous,3
f4319,Adventure,Columbia Pictures,2001,Final Fantasy: The Spirits Within,441
f4320,Comedy,Marc Platt Productions,2001,Legally Blonde,908
f4321,Action,Horseshoe Bay Productions,2001,The Score,436
f4322,Drama,Direction de la Cinematographie Nationale,2000,Adanggaman,2
f4323,Crime,StudioCanal,2001,Bully,125
f4324,Romance,Eureka Pictures,2001,Jump Tomorrow,7
f4325,Thriller,Artisan Entertainment,2001,Made,55
f4326,Documentary,IMAX,2000,Michael Jordan to the Max,10
f4327,Science Fiction,Bad Clams Productions,1998,More,45
f4328,Documentary,,1997,Thrill Ride: The Science of Fun,1
f4329,Thriller,,2001,Haunted Castle,2
f4330,,,2001,All Access: Front Row. Backstage. Live!,0
f4331,Documentary,Serengeti Partners Ltd.,1994,Africa: The Serengeti,9
f4332,Documentary,Houston Museum of Natural Science,1998,Alaska: Spirit of the Wild,3
f4333,Documentary,nWave Pictures,1999,Encounter in the Third Dimension,1
f4334,Documentary,,1999,Siegfried & Roy: The Magic Box,0
f4335,Comedy,Anchor Bay,1988,18 Again!,27
f4336,War,Atlantic Entertainment Group,1988,1969,21
f4337,Romance,Warner Bros.,1988,The Accidental Tourist,55
f4338,Drama,Paramount Pictures,1988,The Accused,130
f4339,Action,Warner Bros.,1988,Above the Law,140
f4340,Action,Allied Filmmakers,1988,The Adventures of Baron Munchausen,185
f4341,Drama,,1988,Apartment Zero,12
f4342,Mystery,GG Studio,1988,Appointment with Death,15
f4343,Crime,Villealfa Filmproduction Oy,1988,Ariel,44
f4344,Comedy,Warner Bros.,1988,Arthur 2: On the Rocks,43
f4345,Thriller,No Frills Film Production,1988,Bad Dreams,31
f4346,War,TriStar Pictures,1988,Bat*21,42
f4347,Drama,Touchstone Pictures,1988,Beaches,65
f4348,War,Brightstar Films,1988,The Beast of War,53
f4349,Comedy,Silver Screen Partners III,1988,Big Business,62
f4350,Family,Paramount Pictures,1988,Big Top Pee-wee,30
f4351,Comedy,Universal Pictures,1988,Biloxi Blues,72
f4352,Music,Malpaso Company The,1988,Bird,49
f4353,Horror,Palisades California Inc.,1988,The Blob,187
f4354,Romance,Hemdale Film Corporation,1988,The Boost,12
f4355,Drama,United Artists,1988,Bright Lights Big City,29
f4356,Comedy,The Guber-Peters Company,1988,Caddyshack II,59
f4357,Drama,C.R.R.A.V. Nord Pas de Calais,2013,Camille Claudel 1915,20
f4358,Romance,Jascat,1988,Casual Sex?,18
f4359,Drama,Warner Bros.,1988,Clean and Sober,16
f4360,Romance,Touchstone Pictures,1988,Cocktail,330
f4361,Crime,Orion Pictures,1988,Colors,100
f4362,Comedy,Paramount Pictures,1988,Coming to America,944
f4363,Comedy,Orion Pictures,1988,The Couch Trip,28
f4364,Thriller,,1988,Criminal Law,20
f4365,Comedy,New Line Cinema,1986,Critters,221
f4366,Science Fiction,Sho Films,1988,Critters 2,91
f4367,Horror,New Line Cinema,1991,Critters 3,70
f4368,Romance,Warner Bros.,1988,Crossing Delancey,11
f4369,Mystery,Touchstone Pictures,1988,D.O.A.,37
f4370,Horror,New World Pictures,1988,Dead Heat,41
f4371,Action,Warner Bros.,1988,The Dead Pool,227
f4372,Crime,Orion Pictures,1988,Dirty Rotten Scoundrels,223
f4373,Comedy,Stimuleringsfonds Nederlandse Culturele Omroepproducties,1988,Drowning by Numbers,32
f4374,Fantasy,New World Pictures,1988,Elvira Mistress of the Dark,88
f4375,Family,Touchstone Pictures,1988,Ernest Saves Christmas,47
f4376,Drama,Warner Bros.,1988,Everybody's All-American,10
f4377,Family,Warner Bros.,1988,Feds,10
f4378,Drama,TriStar Pictures,1988,For Keeps,24
f4379,Mystery,The Mount Company,1988,Frantic,232
f4380,Romance,Weintraub Entertainment Group,1988,Fresh Horses,8
f4381,Drama,The Guber-Peters Company,1988,Gorillas in the Mist,136
f4382,Comedy,Hughes Entertainment,1988,The Great Outdoors,155
f4383,Music,Silver Screen Partners III,1988,Heartbreak Hotel,5
f4384,Comedy,Vision PDG,1988,High Spirits,57
f4385,Comedy,Warner Bros.,1988,Hot to Trot,17
f4386,Drama,Orion Pictures,1988,The House on Carroll Street,8
f4387,Horror,Allied Entertainments Group PLC,1988,Howling IV: The Original Nightmare,21
f4388,Documentary,,1988,Imagine: John Lennon,25
f4389,Comedy,Orion Pictures,1988,Johnny Be Good,25
f4390,Thriller,New Sky Communications Inc.,1988,Lady in White,25
f4391,Comedy,White Lair,1988,The Lair of the White Worm,59
f4392,Animation,Amblin Entertainment,1988,The Land Before Time,660
f4393,Comedy,Davis Entertainment,1988,License to Drive,100
f4394,Thriller,Columbia Pictures Corporation,1988,Little Nikita,31
f4395,Romance,Metro-Goldwyn-Mayer (MGM),1988,Masquerade,14
f4396,Drama,Universal Pictures,1988,The Milagro Beanfield War,24
f4397,Comedy,Universal Pictures,1988,Moon Over Parador,17
f4398,Comedy,Warner Bros.,1988,Moving,29
f4399,Comedy,Weintraub Entertainment Group,1988,My Stepmother is an Alien,132
f4400,Drama,,1988,A Night in the Life of Jimmy Reardon,16
f4401,Mystery,Twentieth Century Fox Film Corporation,1988,Off Limits,16
f4402,Comedy,Pro-ject Filmproduktion,1987,Bagdad Cafe,76
f4403,Drama,,1988,Permanent Record,9
f4404,Crime,Lone Wolf,1988,Red Heat,360
f4405,Horror,Greenfox,1988,Return of the Living Dead Part II,95
f4406,Comedy,Hemdale Film Corporation,1985,The Return of the Living Dead,270
f4407,Western,Hoyts Film Partnership,1988,Return to Snowy River,10
f4408,Western,Cambridge Productions,1982,The Man from Snowy River,38
f4409,Drama,Columbia Pictures Corporation,1988,Rocket Gibraltar,7
f4410,Drama,Warner Bros.,1988,Running on Empty,59
f4411,Comedy,Jolly Russell Productions,1988,Salome's Last Dance,10
f4412,Music,Golan-Globus Productions,1988,Salsa,8
f4413,Comedy,Twentieth Century Fox Film Corporation,1988,Satisfaction,17
f4414,Horror,Universal Pictures,1988,The Serpent and the Rainbow,120
f4415,Crime,,1988,Shakedown,17
f4416,Crime,Century Park Pictures,1988,Shoot to Kill,45
f4417,Drama,TriStar Pictures,1988,Short Circuit 2,168
f4418,Family,PSO International,1986,Short Circuit,535
f4419,Horror,MGS Film,1988,The Vanishing,124
f4420,Drama,Atlantic Entertainment Group,1988,Stormy Monday,12
f4421,Action,ML Delphi Premier Productions,1988,Sunset,15
f4422,Drama,TriStar Pictures,1988,Sweet Hearts Dance,1
f4423,Comedy,TriStar Pictures,1988,Switching Channels,19
f4424,Drama,New World Pictures,1988,The Telephone,5
f4425,Science Fiction,,1989,Tetsuo: The Iron Man,110
f4426,Action,Universal Pictures,1988,They Live,562
f4427,Thriller,France 3 Cinéma,1988,To Kill a Priest,3
f4428,Drama,New Line Cinema,1988,Torch Song Trilogy,25
f4429,Mystery,HandMade Films,1988,Track 29,6
f4430,Drama,Paramount Pictures,1988,Tucker: The Man and His Dream,71
f4431,Comedy,Universal Pictures,1988,Twins,566
f4432,Comedy,Columbia Pictures Corporation,1988,Vice Versa,48
f4433,Action,Universal Pictures,1988,Watchers,25
f4434,Horror,Palla,1988,Waxwork,71
f4435,Comedy,Orion Pictures,1988,Without a Clue,59
f4436,Comedy,Warner Bros.,1988,Young Einstein,46
f4437,Fantasy,Universal Pictures,1989,Always,136
f4438,Action,Golan-Globus,1985,American Ninja,71
f4439,Drama,Golan-Globus,1987,American Ninja 2: The Confrontation,49
f4440,Adventure,Cannon Group,1989,American Ninja 3: Blood Hunt,33
f4441,Thriller,Picture Securities,1993,Best of the Best 2,30
f4442,Drama,Columbia Pictures,1989,The Big Picture,24
f4443,Science Fiction,Orion Pictures,1989,Bill & Ted's Excellent Adventure,464
f4444,Crime,Jaffe-Lansing,1989,Black Rain,250
f4445,Drama,Touchstone Pictures,1989,Blaze,14
f4446,Action,TriStar Pictures,1989,Blind Fury,88
f4447,Action,Samuel Goldwyn Company The,1989,Breaking In,3
f4448,Comedy,Vestron Pictures,1989,C.H.U.D. II: Bud the Chud,25
f4449,Drama,Columbia Pictures Corporation,1989,Casualties of War,203
f4450,Fantasy,TriStar Pictures,1989,Chances Are,66
f4451,Comedy,Lorimar Film Entertainment,1989,Cookie,1
f4452,Science Fiction,Golan-Globus,1989,Cyborg,154
f4453,Comedy,Amblin Entertainment,1989,Dad,20
f4454,Drama,Warner Bros.,1989,Dead Bang,16
f4455,Comedy,Touchstone Pictures,1989,Disorganized Crime,10
f4456,Comedy,Vestron Pictures,1989,Dream a Little Dream,26
f4457,Comedy,Universal Pictures,1989,The Dream Team,60
f4458,Mystery,Metro-Goldwyn-Mayer (MGM),1989,A Dry White Season,23
f4459,Drama,De Laurentiis Entertainment Group (DEG),1988,Earth Girls Are Easy,110
f4460,Thriller,,1989,Eddie and the Cruisers II: Eddie Lives!,14
f4461,Drama,Aurora Productions,1983,Eddie and the Cruisers,32
f4462,Comedy,Morgan Creek Productions,1989,Enemies: A Love Story,11
f4463,Comedy,Svensk Filmindustri (SF),1989,Erik the Viking,72
f4464,Action,Paramount Pictures,1989,The Experts,11
f4465,Crime,Gordon Company,1989,Family Business,45
f4466,Adventure,Orion Pictures,1989,Farewell to the King,23
f4467,Drama,Paramount Pictures,1989,Fat Man and Little Boy,28
f4468,Drama,,1988,The Girl in a Swing,3
f4469,Drama,Twentieth Century Fox Film Corporation,1989,Gleaming the Cube,31
f4470,Comedy,,1989,Going Overboard,44
f4471,Drama,Orion Pictures,1989,Great Balls of Fire!,79
f4472,Romance,Touchstone Pictures,1989,Gross Anatomy,23
f4473,Romance,Artisan Entertainment,1989,Happy Together,13
f4474,Drama,Paramount Pictures,1989,Harlem Nights,85
f4475,Romance,Warner Bros.,1989,Her Alibi,37
f4476,Comedy,Kings Road Entertainment,1989,Homer and Eddie,11
f4477,Fantasy,The Criterion Collection,1989,How to Get Ahead in Advertising,29
f4478,Drama,Columbia Pictures,1989,Immediate Family,5
f4479,Comedy,Warner Bros.,1989,In Country,13
f4480,Thriller,Touchstone Pictures,1989,An Innocent Man,28
f4481,Drama,Kings Road Entertainment,1989,Jacknife,28
f4482,Thriller,Metro-Goldwyn-Mayer (MGM),1989,The January Man,41
f4483,Crime,Roven Productions,1989,Johnny Handsome,49
f4484,Drama,Centre National de la Cinématographie,1989,Jesus of Montreal,21
f4485,Comedy,Universal Pictures,1989,K-9,209
f4486,Thriller,Kings Road Entertainment,1989,Kickboxer,257
f4487,Drama,Bavaria Film,1989,Last Exit to Brooklyn,28
f4488,Drama,Norman Twain Productions,1989,Lean On Me,76
f4489,Comedy,Paramount Pictures,1989,Let It Ride,28
f4490,Thriller,Metro-Goldwyn-Mayer (MGM),1989,Leviathan,125
f4491,Adventure,,1989,Little Monsters,53
f4492,Action,White Eagle,1989,Lock Up,208
f4493,Comedy,Management Company Entertainment Group (MCEG),1989,Look Who's Talking,546
f4494,Comedy,TriStar Pictures,1989,Loverboy,31
f4495,Comedy,Mirage Enterprises,1989,Major League,222
f4496,Music,WingNut Films,1989,Meet the Feebles,68
f4497,Thriller,Gladden Entertainment,1989,Millennium,45
f4498,Science Fiction,Miracle Mile Productions Inc.,1989,Miracle Mile,50
f4499,Comedy,Firecracker Company,1989,Miss Firecracker,8
f4500,Drama,Touchstone Pictures,1989,New York Stories,65
f4501,Adventure,Lorimar Film Entertainment,1989,Next of Kin,53
f4502,Drama,World Wrestling Entertainment (WWE),1989,No Holds Barred,20
f4503,Drama,Fonda Films,1989,Old Gringo,7
f4504,Action,Orion Pictures,1989,The Package,45
f4505,Horror,Vestron Pictures,1989,Parents,40
f4506,Adventure,Lorimar Film Entertainment,1989,Penn & Teller Get Killed,8
f4507,Comedy,Warner Bros.,1989,Pink Cadillac,49
f4508,Action,New World Pictures,1989,The Punisher,109
f4509,History,Abramoff Production,1988,Red Scorpion,50
f4510,Science Fiction,Universal Studios,2001,Jurassic Park III,2109
f4511,Comedy,Revolution Studios,2001,America's Sweethearts,260
f4512,Crime,Recorded Picture Company (RPC),2000,Brother,107
f4513,Comedy,Granada Film Productions,2001,Ghost World,433
f4514,Comedy,Killer Films,2001,Hedwig and the Angry Inch,81
f4515,Action,Zanuck Company The,2001,Planet of the Apes,1270
f4516,Romance,Istituto Luce,2000,Bread and Tulips,35
f4517,Thriller,Daiei Studios,1997,Cure,63
f4518,Comedy,,2001,Greenfingers,15
f4519,,,2001,Jackpot,1
f4520,Drama,,2000,The Monkey's Mask,7
f4521,Comedy,Eureka Pictures,2001,Wet Hot American Summer,271
f4522,Thriller,Out of the Dark Productions,1989,Relentless,5
f4523,Action,Universal Pictures,1989,Renegades,19
f4524,Science Fiction,Lightyear Entertainment,1989,The Return of Swamp Thing,35
f4525,Adventure,,1989,The Return of the Musketeers,17
f4526,Thriller,United Artists,1989,Road House,259
f4527,Drama,Paulist Pictures,1989,Romero,3
f4528,Comedy,Pelemele Film,1989,Rosalie Goes Shopping,4
f4529,Comedy,Aaron Russo Productions,1989,Rude Awakening,10
f4530,Fantasy,Productora Filmica Real,1989,Santa Sangre,73
f4531,Romance,British Screen Productions,1989,Scandal,26
f4532,Comedy,,1989,Scenes from the Class Struggle in Beverly Hills,3
f4533,Crime,Universal Pictures Corporation,1989,Sea of Love,144
f4534,Comedy,TriStar Pictures,1989,See No Evil Hear No Evil,220
f4535,Comedy,Weintraub Entertainment Group,1989,She's Out of Control,24
f4536,Romance,,1989,Shirley Valentine,21
f4537,Comedy,Alive Films,1989,Shocker,89
f4538,Drama,Morgan Creek Productions,1989,Skin Deep,21
f4539,Drama,,1989,Slaves of New York,6
f4540,Drama,Metro-Goldwyn-Mayer (MGM),1988,Some Girls,14
f4541,Horror,Part II Productions,1989,Stepfather II: Make Room For Daddy,22
f4542,Thriller,Incorporated Television Company (ITC),1987,The Stepfather,76
f4543,Drama,New South Wales Film Corp.,1989,Sweetie,15
f4544,Comedy,London Weekend Television (LWT),1989,The Tall Guy,23
f4545,Adventure,Warner Bros.,1989,Tango & Cash,468
f4546,Drama,TriStar Pictures,1989,Tap,7
f4547,Comedy,Touchstone Pictures,1989,Three Fugitives,49
f4548,Comedy,Columbia Pictures,1989,Troop Beverly Hills,57
f4549,Comedy,Silver Screen Partners III,1989,Turner & Hooch,335
f4550,Comedy,Cinecorp,1989,UHF,90
f4551,Comedy,Universal Pictures,1989,Uncle Buck,338
f4552,Comedy,Hemdale Film Corporation,1988,Vampire's Kiss,75
f4553,Comedy,Twentieth Century Fox Film Corporation,1989,The War of the Roses,288
f4554,Adventure,New World Pictures,1989,Warlock,98
f4555,Adventure,Universal Pictures,1989,The Wizard,83
f4556,Comedy,A&M Films,1989,Worth Winning,11
f4557,Horror,Tapestry Films,1993,Warlock: The Armageddon,39
f4558,Comedy,Artimm,1993,Weekend at Bernie's II,74
f4559,Comedy,Vic Films Productions,1963,Billy Liar,34
f4560,Adventure,Australian Film Finance Corporation (AFFC),1991,Black Robe,18
f4561,Mystery,Seda Spettacoli,1971,The Cat o' Nine Tails,52
f4562,Crime,Orion Pictures,1984,The Cotton Club,71
f4563,Science Fiction,Salter Street Films International,1985,Def-Con 4,10
f4564,Drama,Filmline Productions,1984,The Hotel New Hampshire,26
f4565,Comedy,Australian Film Finance Corporation (AFFC),1996,Idiot Box,3
f4566,Drama,,1998,Left Luggage,10
f4567,Crime,Katzka-Jaffe,1978,Who'll Stop the Rain,12
f4568,Romance,Melvin Simon Productions,1981,Zorro The Gay Blade,15
f4569,Horror,Basket Case Productions,1982,Basket Case,75
f4570,Comedy,The Scottish Arts Council,1998,Orphans,7
f4571,Thriller,UGC DA International,2001,Original Sin,200
f4572,Family,BrownHouse Productions,2001,The Princess Diaries,1063
f4573,Thriller,New Line Cinema,2001,Rush Hour 2,1078
f4574,Foreign,Entre Chien et Loup,2000,Thomas in Love,2
f4575,Drama,Caroline Productions,1988,Chocolat,12
f4576,Adventure,Malabar,1962,Hatari!,50
f4577,Comedy,Da Ma Produzione,1978,La Cage aux folles,57
f4578,Comedy,Les Productions Artistes Associés,1980,La Cage aux folles II,17
f4579,Thriller,Pathé Entertainment,1991,Liebestraum,5
f4580,History,Royal Shakespeare Company,1967,Marat/Sade,7
f4581,Music,Malpaso Productions,1969,Paint Your Wagon,65
f4582,Action,Paramount Pictures,1976,The Shootist,85
f4583,Documentary,,1994,Theremin: An Electronic Odyssey,3
f4584,Drama,Les Productions Artistes Associés,1970,The Wild Child,65
f4585,Science Fiction,Warner Bros.,1980,Altered States,169
f4586,Adventure,Warner Bros.,1980,Any Which Way You Can,95
f4587,Horror,EMI Films Ltd.,1980,The Awakening,19
f4588,Mystery,The Rank Organisation,1980,Bad Timing,32
f4589,Comedy,,1980,The Big Brawl,27
f4590,Romance,Zide-Perry Productions,2001,American Pie 2,1375
f4591,Action,Conundrum Entertainment,2001,Osmosis Jones,237
f4592,Horror,Canal Plus,2001,The Others,1708
f4593,Western,Morgan Creek Productions,2001,American Outlaws,56
f4594,Romance,LionsGate,2001,All Over the Guy,23
